num_joins,num_where,has_order_by,has_group_by,query_length,rows_examined,hour_of_day,day_of_week,num_subqueries,num_predicates,num_aggregates,is_peak_hour,is_slow,has_index_used
0,1,0,0,50,269,14,5,0,1,0,1,0,1
0,2,0,0,206,56357,14,5,0,0,0,1,1,1
0,1,0,0,180,76954,14,5,0,3,0,1,1,0
0,1,0,0,74,400,14,5,0,1,0,1,0,1
0,2,0,0,209,32259,14,5,0,0,0,1,1,0
0,1,0,0,218,49879,14,5,0,3,0,1,1,0
0,1,0,0,181,838,14,5,0,5,0,1,1,1
1,1,0,0,258,360,14,5,0,2,0,1,0,0
1,1,0,0,190,2507,14,5,0,2,0,1,0,0
0,1,0,0,50,103,14,5,0,1,0,1,0,0
0,1,0,0,167,32651,14,5,0,3,0,1,1,0
0,1,0,0,83,423,14,5,0,1,1,1,0,1
1,1,0,0,211,294,14,5,0,1,0,1,0,1
0,1,0,0,72,80591,16,4,0,0,1,1,1,0
0,1,0,0,2000,62080,14,5,0,0,0,1,1,0
0,1,0,0,1540,209,14,5,0,0,0,1,1,1
0,1,0,0,50,152,14,5,0,1,0,1,0,1
0,1,0,0,50,1221,14,5,0,1,1,1,0,0
0,1,0,0,2000,75659,14,5,0,0,0,1,1,1
0,1,0,0,80,1754,14,5,0,1,1,1,0,0
0,1,0,0,1752,40756,14,5,0,0,0,1,1,0
0,1,0,0,50,474,14,5,0,1,0,1,0,1
1,1,0,0,194,14755,14,5,0,1,0,1,1,0
1,1,0,0,252,303,14,5,0,1,0,1,0,1
0,1,0,0,228,76270,14,5,0,3,0,1,1,0
0,1,0,0,247,49704,14,5,0,3,0,1,1,0
1,1,0,0,234,370,14,5,0,2,0,1,0,1
1,1,1,0,277,2845,14,5,0,3,0,1,0,0
0,1,0,0,138,471,14,5,0,3,0,1,0,0
0,1,0,0,181,45666,14,5,0,3,0,1,1,0
0,2,0,0,267,90123,14,5,0,0,0,1,1,0
0,1,0,0,60,304,14,5,0,1,0,1,0,1
1,1,0,0,235,40661,14,5,0,1,0,1,1,0
0,1,0,0,1620,78277,14,5,0,0,0,1,1,0
1,1,0,0,184,20528,14,5,0,1,0,1,1,0
0,1,0,0,50,160,14,5,0,1,0,1,0,1
1,1,0,0,140,89802,14,5,0,0,0,1,1,0
0,1,0,0,117,282,14,5,0,0,0,1,0,1
0,1,0,0,148,44,14,5,0,0,0,1,0,1
0,1,0,0,95,286,14,5,0,0,0,1,0,1
0,1,0,0,196,24854,14,5,0,5,0,1,1,1
0,1,0,0,187,82242,14,5,0,5,0,1,1,0
1,1,1,0,278,318,14,5,0,3,0,1,0,1
1,1,0,0,193,367,14,5,0,2,0,1,0,1
0,2,0,0,270,63236,14,5,0,0,0,1,1,0
0,2,0,0,189,43494,14,5,0,0,0,1,1,0
1,1,0,0,197,82412,14,5,0,1,0,1,1,0
0,1,0,0,603,165,14,5,0,0,0,1,0,1
0,1,0,0,50,604,12,5,0,0,0,1,0,1
0,2,0,0,217,61480,14,5,0,0,0,1,1,1
0,1,0,0,50,206,14,5,0,0,0,1,0,1
0,1,0,0,50,2161,14,5,0,1,0,1,0,0
0,1,0,0,72,107,14,5,0,0,0,1,0,1
0,1,0,0,50,1591,14,5,0,0,0,1,0,0
0,1,0,0,172,46802,14,5,0,3,0,1,1,0
0,2,0,0,191,20058,14,5,0,0,0,1,1,0
0,1,0,0,50,423,14,5,0,1,0,1,0,1
0,1,0,0,206,71084,14,5,0,3,0,1,1,0
0,1,0,0,1486,30502,14,5,0,0,0,1,1,0
0,1,0,0,1693,53,14,5,0,0,0,1,1,1
0,1,0,0,89,441,14,5,0,0,0,1,0,1
0,1,0,0,615,1037,14,5,0,0,0,1,0,0
1,1,0,0,227,63197,14,5,0,1,0,1,1,0
0,1,0,0,81,64,14,5,0,1,0,1,0,1
0,1,0,0,254,615,14,5,0,3,0,1,1,1
1,1,0,0,251,266,14,5,0,2,0,1,0,1
1,1,0,0,226,398,14,5,0,2,0,1,0,1
0,1,0,0,139,352,14,5,0,0,0,1,0,1
0,1,0,0,199,59204,14,5,0,5,0,1,1,0
1,1,0,0,269,15263,14,5,0,1,0,1,1,0
1,1,0,0,181,68088,14,5,0,1,0,1,1,0
0,1,0,0,202,72550,14,5,0,3,0,1,1,0
1,1,0,0,216,14106,14,5,0,1,0,1,1,0
1,1,0,0,197,84312,14,5,0,1,0,1,1,0
1,1,0,0,171,184,14,5,0,2,0,1,0,1
0,1,0,0,725,16396,14,5,0,0,0,1,1,0
0,1,0,0,185,27455,14,5,0,3,0,1,1,0
0,1,0,0,143,151,14,5,0,5,0,1,1,1
0,2,0,0,232,409,14,5,0,0,0,1,1,1
0,1,0,0,50,367,14,5,0,1,0,1,0,1
1,1,0,0,248,55490,14,5,0,1,0,1,1,0
0,1,0,0,718,1648,14,5,0,0,0,1,1,0
1,1,0,0,277,94733,14,5,0,1,0,1,1,0
0,1,0,0,50,3220,12,5,0,0,0,1,0,1
1,1,0,0,265,9,14,5,0,1,0,1,1,1
0,1,0,0,242,56546,14,5,0,3,0,1,1,0
0,1,0,0,116,223,14,5,0,0,0,1,0,1
0,1,0,0,2000,65396,14,5,0,0,0,1,1,0
0,1,0,0,212,956,14,5,0,3,0,1,1,1
0,1,0,0,54,1564,14,5,0,1,0,1,0,0
0,1,0,0,85,152,15,4,0,0,0,1,0,1
1,1,0,0,201,78145,14,5,0,1,0,1,1,0
0,1,0,0,212,34588,14,5,0,5,0,1,1,0
1,1,0,0,192,551,14,5,0,1,0,1,1,1
0,1,0,0,230,555,14,5,0,3,0,1,1,0
1,1,0,0,213,65202,14,5,0,0,0,1,1,0
0,1,0,0,50,422,14,5,0,1,0,1,0,1
1,1,0,0,219,288,14,5,0,1,0,1,0,1
0,1,0,0,186,879,14,5,0,3,0,1,1,0
1,1,0,0,236,93128,14,5,0,1,0,1,1,0
0,1,0,0,187,82456,14,5,0,3,0,1,1,0
1,1,0,0,187,284,14,5,0,2,0,1,0,1
0,2,0,0,222,267,14,5,0,0,0,1,1,0
0,1,0,0,162,789,14,5,0,3,0,1,1,1
0,1,0,0,59,185,14,5,0,0,0,1,0,1
0,1,0,0,97,2071,14,5,0,1,0,1,0,0
0,1,0,0,138,22829,14,5,0,5,0,1,1,0
0,1,0,0,182,666,14,5,0,5,0,1,1,1
0,1,0,0,219,50058,14,5,0,3,0,1,1,0
0,1,0,0,50,3515,14,5,0,1,0,1,0,0
2,0,1,1,345,74231,0,5,0,0,4,0,1,0
0,1,0,0,85,225,14,5,0,1,0,1,0,1
1,1,0,0,168,3946,14,5,0,2,0,1,0,0
1,1,0,0,219,85715,14,5,0,1,0,1,1,0
0,1,0,0,50,199,14,5,0,1,1,1,0,1
0,1,0,0,217,37984,14,5,0,5,0,1,1,0
0,1,0,0,176,68670,14,5,0,3,0,1,1,0
1,1,0,0,258,3177,14,5,0,1,0,1,1,0
0,1,0,0,173,19683,14,5,0,5,0,1,1,0
1,1,0,0,254,1929,14,5,0,2,0,1,0,0
0,1,0,0,2000,56133,14,5,0,0,0,1,1,0
0,1,0,0,175,450,14,5,0,3,0,1,1,1
0,1,0,0,81,10,14,5,0,0,0,1,0,0
0,1,0,0,201,98042,14,5,0,5,0,1,1,0
0,1,0,0,122,396,14,5,0,0,0,1,0,1
0,1,0,0,50,324,12,5,0,0,0,1,0,1
0,1,0,0,57,497,14,5,0,0,0,1,0,1
1,1,0,0,205,84303,14,5,0,1,0,1,1,0
0,1,0,0,2000,64276,14,5,0,0,0,1,1,0
0,1,0,0,929,12693,14,5,0,0,0,1,1,0
0,1,0,0,50,466,14,5,0,0,0,1,0,1
1,1,0,0,215,276,14,5,0,2,0,1,0,1
0,1,0,0,655,741,14,5,0,0,0,1,0,1
0,2,0,0,193,5142,14,5,0,0,0,1,1,0
0,1,0,0,205,593,14,5,0,5,0,1,1,0
0,1,0,0,50,2,14,5,0,0,0,1,0,1
1,1,0,0,253,196,14,5,0,1,0,1,1,1
1,1,0,0,265,45622,14,5,0,1,0,1,1,0
1,1,0,0,262,409,14,5,0,1,0,1,0,1
0,2,0,0,264,89564,14,5,0,0,0,1,1,0
0,1,0,0,50,416,14,5,0,1,0,1,0,1
0,1,0,0,2000,92945,14,5,0,0,0,1,1,0
0,1,0,0,2000,66440,14,5,0,0,0,1,1,0
1,1,0,0,280,62291,14,5,0,1,0,1,1,0
0,1,0,0,2000,397,14,5,0,0,0,1,1,1
0,1,0,0,104,1862,14,5,0,0,0,1,0,0
1,1,0,0,200,349,14,5,0,2,0,1,0,1
1,1,0,0,254,920,14,5,0,1,0,1,1,1
0,1,0,0,147,277,14,5,0,0,0,1,0,1
1,1,0,0,177,61,14,5,0,2,0,1,0,1
0,2,0,0,213,51,14,5,0,0,0,1,1,1
1,1,0,0,201,4,14,5,0,2,0,1,0,1
0,1,0,0,50,402,14,5,0,1,0,1,0,1
0,1,0,0,50,8,14,5,0,0,0,1,0,1
0,1,0,0,50,57,14,5,0,0,0,1,0,1
0,0,1,1,558,3472,1,5,0,0,10,0,1,0
0,1,0,0,143,279,14,5,0,0,0,1,0,1
0,1,0,0,210,55646,14,5,0,5,0,1,1,0
1,1,0,0,223,2567,14,5,0,2,0,1,0,0
0,2,0,0,235,734,14,5,0,0,0,1,1,1
1,1,0,0,229,81836,14,5,0,1,0,1,1,0
0,1,0,0,81,422,14,5,0,0,0,1,0,1
1,1,0,0,218,459,14,5,0,2,0,1,0,1
0,1,0,0,50,237,14,5,0,0,0,1,0,1
0,1,0,0,139,316,14,5,0,0,0,1,0,1
1,1,1,0,248,126,14,5,0,3,0,1,0,1
0,2,0,0,266,31549,14,5,0,0,0,1,1,0
0,1,0,0,2000,468,14,5,0,0,0,1,1,1
0,1,0,0,1845,79554,14,5,0,0,0,1,1,0
0,1,0,0,1355,78934,14,5,0,0,0,1,1,0
0,1,0,0,154,367,14,5,0,5,0,1,1,1
0,1,0,0,676,303,14,5,0,0,0,1,0,1
0,1,0,0,134,2378,14,5,0,0,0,1,0,0
0,1,0,0,120,236,14,5,0,0,0,1,0,1
0,1,0,0,50,218,14,5,0,1,0,1,0,1
0,1,0,0,624,177,14,5,0,0,0,1,0,1
0,1,0,0,50,317,14,5,0,1,0,1,0,1
1,1,0,0,216,489,14,5,0,2,0,1,0,1
0,1,0,0,156,373,14,5,0,3,0,1,1,1
0,1,0,0,84,3388,14,5,0,0,0,1,0,0
0,1,0,0,50,800,14,5,0,1,0,1,0,0
1,1,0,0,135,26826,14,5,0,0,0,1,1,0
0,1,0,0,123,436,14,5,0,0,0,1,0,1
1,1,0,0,208,4760,14,5,0,2,0,1,0,0
0,2,0,0,248,58,14,5,0,0,0,1,1,1
0,1,0,0,67,148,14,5,0,0,0,1,0,1
1,1,0,0,266,293,14,5,0,1,0,1,1,1
0,1,0,0,81,37,14,5,0,1,0,1,0,1
0,1,0,0,50,117,14,5,0,1,1,1,0,1
0,1,0,0,2000,69646,14,5,0,0,0,1,1,0
1,1,0,0,219,787,14,5,0,1,0,1,1,1
1,1,0,0,236,845,14,5,0,1,0,1,1,1
0,2,0,0,267,80142,14,5,0,0,0,1,1,0
1,1,0,0,176,482,14,5,0,2,0,1,0,1
0,1,0,0,210,9801,14,5,0,5,0,1,1,0
0,1,0,0,64,479,14,5,0,0,0,1,0,1
0,1,0,0,55,314,14,5,0,0,0,1,0,1
0,1,0,0,1925,787,14,5,0,0,0,1,1,1
0,1,0,0,50,3328,13,5,0,0,0,1,0,0
0,1,0,0,58,483,12,5,0,0,0,1,0,1
0,1,0,0,93,96,14,5,0,0,0,1,0,1
1,1,0,0,221,89491,14,5,0,1,0,1,1,0
2,1,1,1,754,951,23,4,0,2,9,0,1,1
0,1,0,0,50,426,14,5,0,0,0,1,0,1
0,2,0,0,173,98347,14,5,0,0,0,1,1,1
0,0,1,1,154,70310,0,5,0,0,1,0,1,1
0,2,0,0,221,93358,14,5,0,0,0,1,1,0
1,1,1,0,249,16,14,5,0,3,0,1,0,1
0,1,0,0,116,324,14,5,0,0,0,1,0,1
0,1,0,0,50,427,14,5,0,0,0,1,0,1
0,1,0,0,2000,1258,14,5,0,0,0,1,1,1
0,1,0,0,218,868,14,5,0,3,0,1,1,1
0,1,0,0,56,467,14,5,0,0,0,1,0,1
0,1,0,0,59,446,14,5,0,0,0,1,0,0
1,1,0,0,173,278,14,5,0,2,0,1,0,1
0,1,0,0,250,7868,14,5,0,3,0,1,1,0
1,1,0,0,203,358,14,5,0,1,0,1,0,1
0,0,0,0,225,7817,1,5,0,0,0,0,1,0
0,1,0,0,206,39512,14,5,0,3,0,1,1,0
1,1,0,0,221,31856,14,5,0,0,0,1,1,0
1,1,0,0,254,109,14,5,0,1,0,1,1,1
1,1,0,0,253,541,14,5,0,1,0,1,1,1
0,1,0,0,1868,13092,14,5,0,0,0,1,1,0
0,1,0,0,2000,59259,14,5,0,0,0,1,1,0
0,2,0,0,242,106,14,5,0,0,0,1,1,1
0,2,0,0,254,296,14,5,0,0,0,1,1,1
0,1,0,0,167,851,14,5,0,3,0,1,1,1
1,1,0,0,212,451,14,5,0,2,0,1,0,0
0,2,0,0,192,97636,14,5,0,0,0,1,1,0
1,1,0,0,264,153,14,5,0,1,0,1,0,1
1,1,0,0,210,93,14,5,0,2,0,1,0,1
2,0,1,1,319,54094,2,5,0,0,5,0,1,1
0,1,0,0,2000,838,14,5,0,0,0,1,1,1
1,1,0,0,205,830,14,5,0,1,0,1,1,1
0,1,0,0,98,4262,14,5,0,0,0,1,0,0
0,1,0,0,191,83157,14,5,0,3,0,1,1,1
1,1,0,0,196,37123,14,5,0,1,0,1,1,0
0,1,0,0,190,59031,14,5,0,5,0,1,1,0
0,1,0,0,161,74440,14,5,0,5,0,1,1,0
0,1,0,0,70,431,14,5,0,0,0,1,0,0
0,1,0,0,2000,89521,14,5,0,0,0,1,1,0
0,1,0,0,2000,964,14,5,0,0,0,1,1,1
0,1,0,0,100,174,14,5,0,0,0,1,0,1
0,2,0,0,182,94,14,5,0,0,0,1,1,1
0,1,0,0,116,301,14,5,0,0,0,1,0,1
0,1,0,0,605,28,14,5,0,0,0,1,0,1
0,1,0,0,52,33,14,5,0,1,0,1,0,1
0,1,0,0,207,55858,14,5,0,5,0,1,1,0
0,1,0,0,184,2158,14,5,0,3,0,1,1,0
0,1,0,0,132,796,14,5,0,5,0,1,1,1
0,1,0,0,1474,718,14,5,0,0,0,1,1,0
0,2,0,0,217,984,14,5,0,0,0,1,1,0
1,1,1,0,250,9,14,5,0,3,0,1,0,1
0,1,0,0,82,4188,14,5,0,0,0,1,0,0
1,1,0,0,235,275,14,5,0,2,0,1,0,1
0,2,0,0,207,60473,14,5,0,0,0,1,1,0
0,1,0,0,71,2900,14,5,0,1,0,1,0,0
0,2,0,0,180,99898,14,5,0,0,0,1,1,0
0,1,0,0,198,65720,14,5,0,3,0,1,1,0
1,1,1,0,280,3658,14,5,0,3,0,1,0,0
0,1,0,0,165,19134,14,5,0,5,0,1,1,0
0,1,0,0,178,844,14,5,0,3,0,1,1,0
1,1,0,0,278,471,14,5,0,1,0,1,0,1
0,1,0,0,170,683,14,5,0,3,0,1,1,1
0,1,0,0,50,289,14,5,0,0,0,1,0,1
1,1,0,0,219,17786,14,5,0,1,0,1,1,0
1,1,0,0,240,100,14,5,0,1,0,1,0,1
0,1,0,0,759,471,14,5,0,0,0,1,1,1
2,1,1,1,1109,78,2,5,0,1,9,0,1,1
1,1,0,0,244,140,14,5,0,2,0,1,0,1
0,1,0,0,50,86,14,5,0,1,1,1,0,1
0,1,0,0,1485,983,14,5,0,0,0,1,1,0
0,1,0,0,244,91933,14,5,0,3,0,1,1,0
1,1,0,0,262,53990,14,5,0,1,0,1,1,0
1,1,0,0,200,393,14,5,0,2,0,1,0,1
0,1,0,0,2000,76963,14,5,0,0,0,1,1,1
1,1,0,0,168,469,14,5,0,2,0,1,0,1
1,1,0,0,243,52692,14,5,0,1,0,1,1,0
0,1,0,0,60,1520,14,5,0,0,0,1,0,0
1,1,0,0,224,56030,14,5,0,1,0,1,1,0
1,1,0,0,279,300,14,5,0,1,0,1,0,1
0,2,0,0,188,249,14,5,0,0,0,1,1,1
1,1,0,0,186,127,14,5,0,2,0,1,0,0
0,1,0,0,60,2049,14,5,0,0,0,1,0,0
0,2,0,0,256,11494,14,5,0,0,0,1,1,0
0,1,0,0,212,74026,14,5,0,3,0,1,1,0
0,1,0,0,185,729,14,5,0,3,0,1,1,1
1,1,0,0,264,3418,14,5,0,2,0,1,0,0
1,1,1,0,240,205,14,5,0,3,0,1,0,1
0,1,0,0,50,88,12,5,0,0,0,1,0,1
0,1,0,0,50,1377,14,5,0,0,0,1,0,0
1,1,0,0,261,27273,14,5,0,1,0,1,1,0
0,1,0,0,80,81,14,5,0,1,0,1,0,1
1,1,0,0,213,95040,14,5,0,1,0,1,1,0
0,1,0,0,1546,338,14,5,0,0,0,1,1,1
0,1,0,0,1255,56,14,5,0,0,0,1,1,1
1,1,0,0,210,211,14,5,0,1,0,1,0,1
0,1,0,0,50,118,14,5,0,0,0,1,0,1
0,1,0,0,1632,15760,14,5,0,0,0,1,1,0
0,2,0,0,179,919,14,5,0,0,0,1,1,1
1,1,0,0,198,347,14,5,0,2,0,1,0,1
1,1,0,0,222,135,14,5,0,2,0,1,0,0
0,1,0,0,2000,39302,14,5,0,0,0,1,1,0
0,1,0,0,155,146,14,5,0,3,0,1,1,1
1,1,1,0,270,260,14,5,0,3,0,1,0,1
1,1,0,0,203,71822,14,5,0,1,0,1,1,0
0,1,0,0,81,468,14,5,0,1,1,1,0,1
0,1,0,0,170,68149,14,5,0,5,0,1,1,0
1,1,0,0,187,275,14,5,0,2,0,1,0,1
0,1,0,0,78,376,14,5,0,1,0,1,0,1
0,1,0,0,234,745,14,5,0,3,0,1,1,1
0,1,0,0,605,3580,14,5,0,0,0,1,0,0
0,1,0,0,217,46540,14,5,0,3,0,1,1,0
1,0,0,1,142,89499,1,5,1,0,1,0,1,0
0,2,0,0,207,33430,14,5,0,0,0,1,1,0
0,1,0,0,2000,39419,14,5,0,0,0,1,1,0
0,1,0,0,2000,4552,14,5,0,0,0,1,1,0
0,1,0,0,145,60571,14,5,0,3,0,1,1,0
0,2,0,0,171,24622,14,5,0,0,0,1,1,0
1,1,0,0,241,16,14,5,0,1,0,1,1,1
0,1,0,0,815,49829,14,5,0,0,0,1,1,0
0,1,0,0,191,367,14,5,0,5,0,1,1,1
0,1,0,0,239,5996,14,5,0,3,0,1,1,0
0,2,0,0,228,35232,14,5,0,0,0,1,1,1
1,1,0,0,212,63083,14,5,0,1,0,1,1,0
0,1,0,0,134,55034,14,5,0,5,0,1,1,0
1,1,0,0,259,708,14,5,0,1,0,1,1,1
0,1,0,0,50,427,14,5,0,1,0,1,0,0
1,1,1,0,201,207,14,5,0,3,0,1,0,1
0,1,0,0,60,313,14,5,0,0,0,1,0,1
1,1,0,0,217,403,14,5,0,1,0,1,0,0
1,1,0,0,207,242,14,5,0,2,0,1,0,1
0,1,0,0,110,472,14,5,0,0,0,1,0,1
0,1,0,0,2000,40379,14,5,0,0,0,1,1,0
0,1,0,0,50,454,14,5,0,0,0,1,0,1
0,1,0,0,601,344,14,5,0,0,0,1,0,0
0,2,0,0,241,32002,14,5,0,0,0,1,1,1
1,1,0,0,216,4034,14,5,0,2,0,1,0,1
0,1,0,0,2000,36868,14,5,0,0,0,1,1,0
0,1,0,0,1685,70649,14,5,0,0,0,1,1,0
0,1,0,0,2000,27532,14,5,0,0,0,1,1,0
0,1,0,0,63,4107,14,5,0,0,0,1,0,0
1,1,0,0,283,99,14,5,0,1,0,1,0,1
1,1,0,0,272,37861,14,5,0,1,0,1,1,0
0,1,0,0,117,1820,14,5,0,0,0,1,0,0
2,0,1,1,347,74660,1,5,0,0,4,0,1,0
1,1,0,0,194,114,14,5,0,2,0,1,0,1
0,1,0,0,86,329,14,5,0,0,0,1,0,1
0,2,0,0,218,22235,14,5,0,0,0,1,1,0
1,1,0,0,168,423,14,5,0,2,0,1,0,1
0,2,0,0,230,91798,14,5,0,0,0,1,1,0
1,1,0,0,184,188,14,5,0,1,0,1,1,1
0,1,0,0,127,3603,14,5,0,0,0,1,0,0
0,1,0,0,56,15,14,5,0,0,0,1,0,0
1,1,0,0,216,4579,14,5,0,0,0,1,1,0
0,2,0,0,209,643,14,5,0,0,0,1,1,1
0,1,0,0,1619,58944,14,5,0,0,0,1,1,0
0,1,0,0,50,3,14,5,0,0,0,1,0,1
0,1,0,0,69,265,14,5,0,0,0,1,0,0
0,1,0,0,1875,26619,14,5,0,0,0,1,1,0
0,2,0,0,181,22829,14,5,0,0,0,1,1,0
0,1,0,0,251,247,14,5,0,3,0,1,1,0
0,1,0,0,180,76107,14,5,0,3,0,1,1,0
0,1,0,0,679,3336,14,5,0,0,0,1,0,0
0,1,0,0,178,21912,14,5,0,3,0,1,1,0
1,1,0,0,264,434,14,5,0,2,0,1,0,1
0,1,0,0,56,2617,14,5,0,0,0,1,0,0
0,1,0,0,141,47,14,5,0,0,0,1,0,1
0,1,0,0,141,1634,14,5,0,0,0,1,0,0
0,1,0,0,70,222,14,5,0,0,0,1,0,1
0,1,0,0,55,3660,14,5,0,0,0,1,0,0
3,1,1,1,572,41334,23,4,0,1,6,0,1,0
0,1,0,0,54,203,14,5,0,0,0,1,0,1
0,1,0,0,50,19,14,5,0,0,0,1,0,1
1,1,1,0,280,287,14,5,0,3,0,1,0,0
0,1,0,0,75,193,14,5,0,0,0,1,0,1
1,1,0,0,214,315,14,5,0,1,0,1,0,1
0,1,0,0,150,10,14,5,0,0,0,1,0,1
1,1,0,0,214,19,14,5,0,2,0,1,0,1
1,1,0,0,231,278,14,5,0,2,0,1,0,1
0,1,0,0,95,4597,14,5,0,1,0,1,0,0
0,1,0,0,2000,43001,14,5,0,0,0,1,1,0
0,1,0,0,170,35341,14,5,0,3,0,1,1,0
0,1,0,0,135,382,14,5,0,0,0,1,0,1
1,1,0,0,233,13663,14,5,0,1,0,1,1,0
1,1,0,0,222,149,14,5,0,1,0,1,1,1
0,1,1,1,219,713,0,5,0,0,2,0,1,1
0,1,0,0,220,23104,14,5,0,5,0,1,1,1
0,2,0,0,251,212,14,5,0,0,0,1,1,1
0,1,0,0,1242,43323,14,5,0,0,0,1,1,0
0,1,0,0,50,332,12,5,0,0,0,1,0,1
0,1,0,0,50,34,15,4,0,0,0,1,0,1
0,1,0,0,1007,49277,14,5,0,0,0,1,1,0
1,1,0,0,284,3627,14,5,0,1,0,1,0,0
0,1,0,0,211,18640,14,5,0,5,0,1,1,0
0,1,0,0,84,400,14,5,0,1,0,1,0,0
0,1,0,0,135,18511,14,5,0,5,0,1,1,0
0,1,0,0,244,59367,14,5,0,3,0,1,1,0
0,1,0,0,81,265,15,4,0,0,0,1,0,1
0,1,0,0,1038,99235,14,5,0,0,0,1,1,0
1,1,0,0,253,3217,14,5,0,2,0,1,0,0
0,1,0,0,144,231,14,5,0,0,0,1,0,0
0,1,0,0,1307,45654,14,5,0,0,0,1,1,0
1,1,1,0,283,37,14,5,0,3,0,1,0,1
0,1,0,0,207,216,14,5,0,3,0,1,1,1
1,1,0,0,237,461,14,5,0,2,0,1,0,1
