query_length_log,num_joins,num_tables,num_where,has_group_by,has_order_by,has_limit,num_aggregates,num_subqueries,estimated_table_size_mb,rows_examined,has_index_used,index_count,buffer_pool_hit_ratio,connections_count,is_peak_hour,joins_per_table,complexity_score,is_slow
7.795328281964459,5,4,2,0,1,1,0,2,95.61082020990975,7863,1,6,0.877,13,1,0.5,5.0,0
3.870223258670452,0,2,2,1,0,0,2,1,8.0,1246,1,1,0.845,18,0,0.0,8.0,0
7.018289296900118,3,4,2,1,1,1,2,0,7.85,1161,1,3,0.802,12,1,0.75,12.0,1
6.122556947851273,0,1,1,0,1,1,0,0,4.888557326301225,505,0,0,0.9705794121683439,15,0,0.0,1.0,0
7.301449115610675,1,3,3,0,1,0,0,2,237.27,21181,1,3,0.919,8,0,0.333,9.0,1
4.6938857288415115,6,1,2,1,1,0,0,1,5022.820075743129,14580986,1,2,0.717,21,1,0.0,4.0,1
4.299813456319445,4,6,2,0,1,1,0,0,4283.251504423395,36952976,0,0,0.959,13,0,0.667,9.0,1
6.887711337294766,0,2,1,0,0,1,0,0,4.467952936627759,695,0,0,0.9664148806373869,16,1,0.5,2.0,0
5.184478958855534,5,6,1,1,0,1,1,0,24.53,4016,0,0,0.897,8,0,0.833,13.5,1
5.171191593480303,5,3,2,1,1,0,1,1,2427.545838418308,6475529,1,2,0.795,23,1,0.333,8.5,1
3.5549791432924023,0,2,4,1,0,0,0,0,374.89,30846,0,0,0.825,7,0,0.0,2.0,1
5.981831236006181,0,1,5,0,1,0,0,0,267.49,30977,1,3,0.877,17,1,0.0,1.0,1
5.82047579726752,2,4,1,0,1,0,0,0,143.98,8971,0,3,0.827,21,0,0.5,5.0,1
7.970496018395672,2,4,3,0,1,1,0,0,348.89,27891,1,4,0.946,16,0,0.5,5.0,1
3.5043603373598966,2,4,1,0,0,1,0,0,5121.522646780988,33628974,0,0,0.873,15,0,0.5,4.0,1
5.236716631294213,0,2,7,1,0,1,4,0,11.54,583,0,0,0.969,18,1,0.0,8.0,0
6.358861760241611,5,2,4,1,1,0,0,0,6324.398044111629,13354196,1,4,0.8,12,1,0.5,4.0,1
6.30084091730921,1,2,1,0,0,0,0,1,0.4,50,0,3,0.944,15,0,0.5,5.0,1
7.365715868982121,3,2,1,0,1,1,0,2,59.178565744467015,1611,1,5,0.684,15,0,0.0,1.0,0
5.400978093929285,0,2,0,0,0,1,1,0,0.13459206066505566,807,0,0,0.941249358768788,9,0,0.5,3.5,0
5.331809216468459,1,3,4,1,1,0,4,1,266.03,17898,0,2,0.669,14,0,0.333,14.0,1
8.411893084543031,1,3,0,1,1,1,1,0,33.15,3811,1,3,0.736,14,0,0.333,6.5,0
4.996977941858406,2,4,3,0,1,0,0,0,21.99,3490,0,3,0.907,19,0,0.5,5.0,1
6.251132710781309,2,4,2,0,0,0,0,1,555.15,93178,1,1,0.812,9,1,0.5,7.0,1
4.7895141352246995,6,1,1,1,1,0,0,0,3574.7648813211345,4843128,1,4,0.927,10,1,0.0,1.0,1
7.051213993116558,0,4,4,0,0,1,0,0,3.2567570975450457,247,0,0,0.9483800661803894,18,0,0.5,4.0,0
7.382237232498623,2,4,4,0,0,1,0,0,5.25,697,1,2,0.962,16,1,0.5,4.0,0
5.684979428328104,0,2,6,1,1,1,0,0,2.231386779059959,660,0,0,0.9481815876971569,12,0,0.5,5.0,0
4.409400421995724,5,4,6,1,1,0,0,2,3133.4552360949874,13938806,1,4,0.673,22,1,0.5,11.0,1
4.317619362925114,0,1,3,0,1,1,0,0,0.2,15,1,3,0.88,18,1,0.0,1.0,0
4.7320101661955345,1,3,3,0,0,0,1,0,359.39,21456,1,2,0.926,11,1,0.333,3.5,0
8.123468091392814,1,3,3,0,0,0,1,0,3.81,309,0,1,0.589,14,0,0.333,3.5,0
5.99447832267971,0,1,2,1,0,1,2,3,1627.09,235501,1,2,0.678,17,0,0.0,14.0,1
6.269011203561881,3,5,2,0,1,1,1,0,2044.07,199419,1,2,0.839,12,0,0.6,8.5,0
8.344389276428458,1,2,2,0,1,1,0,1,234.0,19810,0,1,0.846,22,1,0.5,6.0,1
5.44338644844741,1,2,3,1,1,0,3,0,27.1,2800,1,0,0.892,11,1,0.5,9.5,1
3.7738081941101567,3,4,6,1,1,0,4,0,15.17,1245,0,1,0.883,7,0,0.75,15.0,1
7.637531599366106,5,1,4,1,1,0,0,0,4815.072269592041,6254717,1,4,0.878,21,1,0.0,0.0,1
3.6771580079656156,1,2,1,0,0,1,1,1,2781.905082370501,28663579,0,0,0.905,12,0,0.5,6.5,1
6.328659819978956,3,4,1,0,0,0,1,1,6.83,1245,0,0,0.804,16,0,0.75,10.5,1
7.864729179382041,6,4,3,1,1,0,0,1,6093.95039250165,2945645,1,2,0.918,15,1,0.75,10.0,1
7.349967765493054,2,3,4,0,1,0,0,0,17.3,956,0,0,0.877,21,1,0.667,5.0,1
7.765047277336801,2,3,3,1,1,1,4,0,228.65,24884,1,1,0.889,16,0,0.667,13.0,0
3.9514488502720413,0,2,3,1,0,0,4,1,61.42,6171,1,3,0.856,11,1,0.0,11.0,1
7.477061515052384,5,4,3,0,1,1,0,1,19.692073700731743,6767,1,7,0.831,15,1,0.5,5.0,0
8.402063050127087,4,3,4,0,0,1,1,1,14.431888936074072,1260,1,7,0.853,13,0,0.333,3.5,0
4.144398609553246,3,5,2,1,0,0,0,0,2.91,336,1,1,0.93,13,1,0.6,8.0,0
7.0361931715669925,1,2,5,1,0,0,1,0,1.41,213,1,2,0.89,12,0,0.5,5.5,1
8.275576036458506,2,3,3,0,0,0,0,1,84.05,9163,1,3,0.71,10,0,0.667,7.0,1
7.800611985946023,5,6,5,1,1,0,0,0,7858.00069369004,18985109,1,2,0.786,12,1,0.833,11.0,1
4.298431555984007,1,2,0,1,0,1,2,0,6202.992766706775,23180313,0,0,0.829,17,0,0.5,7.0,1
4.8681333314083295,4,1,6,1,1,0,0,0,6030.844202120772,9130032,1,4,0.777,11,1,0.0,1.0,1
3.7500927908144286,4,6,4,1,1,0,2,1,6101.106829150828,12844868,0,0,0.916,15,0,0.667,17.0,1
7.612686214615845,1,3,4,0,0,0,1,0,9.72,1681,0,0,0.861,17,0,0.333,3.5,0
7.7459782578265965,1,2,2,1,0,0,5,0,144.51,23596,1,1,0.979,18,1,0.5,11.5,1
3.6008442295833554,2,3,3,0,1,0,1,0,4539.024470885486,16494162,0,0,0.905,16,0,0.667,6.5,1
8.254642972512741,0,2,5,0,0,0,0,2,20.12,3631,0,1,0.923,21,1,0.0,6.0,1
5.455407683258803,0,2,2,1,0,0,2,0,160.05,22427,1,2,0.852,15,1,0.0,5.0,0
8.020793472468743,3,4,3,0,1,0,1,0,10000.0,682186,1,2,0.829,14,0,0.75,8.5,1
4.650044186438516,0,1,2,0,1,1,0,0,158.1,14877,1,2,0.956,18,0,0.0,1.0,0
6.763730539259374,4,5,6,0,0,1,0,0,710.7,53192,1,3,0.896,14,0,0.8,8.0,0
7.83695251314278,3,4,4,1,1,1,0,1,34.37770280560598,2222,1,4,0.753,15,0,0.5,10.0,0
3.8553816786551813,2,3,5,0,0,0,0,0,6782.768203505973,5154118,0,0,0.879,20,0,0.667,4.0,1
8.16556665671779,2,4,2,1,1,0,1,0,201.12,33747,1,3,0.893,21,0,0.5,8.5,1
6.770873007370373,0,1,2,0,0,1,0,0,28.87,5207,0,0,0.782,19,1,0.0,0.0,0
7.254355338957486,0,2,4,0,1,0,0,1,9.27,1283,1,4,0.833,16,0,0.0,4.0,0
8.046602010393912,1,3,2,1,1,1,2,1,77.97,12974,0,1,0.859,13,0,0.333,11.0,1
7.474056517708242,5,3,3,1,1,0,0,1,2960.5943289138568,2813723,1,2,0.825,15,1,0.333,5.0,1
7.180881415764604,5,2,4,0,1,1,0,2,11.800941446130665,5863,1,7,0.938,20,1,0.5,3.0,0
7.674651183996495,0,1,4,0,0,1,1,1,44.5,7527,1,1,0.803,15,0,0.0,4.5,0
7.012702507674035,0,1,1,1,0,1,1,1,12.19,1343,1,4,0.883,11,0,0.0,6.5,0
6.384519423131795,4,2,3,1,1,0,0,0,5128.671640019546,4087354,1,3,0.858,10,1,0.0,0.0,1
7.518017677207676,1,3,0,0,0,0,1,0,773.11,119117,1,4,0.901,18,1,0.333,3.5,1
8.008809960677118,0,1,1,1,0,0,2,1,528.12,101280,1,1,0.812,11,0,0.0,8.0,0
7.015094794475889,2,4,4,0,0,0,0,0,422.81,29045,1,3,0.928,10,0,0.5,4.0,1
4.1578384256362995,0,3,5,0,0,1,1,0,1.481285771323089,321,0,0,0.9798377805014234,17,1,0.667,5.5,0
4.516115455430437,3,5,2,0,1,1,1,0,20.97,2241,0,1,0.932,13,1,0.6,8.5,1
5.771886672799805,1,2,3,0,0,0,0,0,15.21,2863,1,4,0.898,14,1,0.5,2.0,0
8.132938125807472,1,3,5,0,1,0,0,1,1.71,258,0,0,0.871,12,1,0.333,6.0,1
5.652137051604951,1,3,3,0,0,0,0,0,10.79,1452,1,1,0.927,13,1,0.333,2.0,0
6.704131573451031,3,4,4,0,1,0,0,0,670.42,73229,1,4,0.815,18,0,0.75,7.0,1
4.198612339329943,1,3,6,0,0,1,0,1,5792.557198765035,29352402,0,0,0.736,23,1,0.333,5.0,1
4.630144989079999,5,4,3,1,1,0,0,1,6009.8703353012315,6536648,1,3,0.947,13,1,0.5,8.0,1
4.040128770653457,1,2,1,1,1,0,2,0,155.54,24710,0,1,0.865,22,0,0.5,8.0,1
8.223828649412141,0,1,3,0,1,0,0,1,126.53,12496,1,3,0.854,12,0,0.0,4.0,0
8.203396225576704,1,3,4,0,1,0,0,1,27.73,4489,0,1,0.781,11,1,0.333,6.0,1
8.087429215659952,4,6,3,1,1,0,1,2,20.02,1112,1,1,0.913,13,0,0.667,18.5,1
5.78034992108518,0,1,2,0,1,1,1,0,745.49,113819,1,2,0.945,16,0,0.0,2.5,0
8.486508823440712,3,4,5,0,1,1,0,1,46.237615358161506,9137,1,7,0.843,10,0,0.5,8.0,0
5.3213493052403775,1,3,4,0,1,0,0,0,167.59,26964,1,1,0.847,11,0,0.333,3.0,0
6.414034175417449,0,2,3,0,1,1,0,0,1.618228830791419,873,0,0,0.9744505699202392,12,0,0.5,3.0,0
6.007581473435998,3,5,3,0,0,1,0,1,42.94,3720,1,7,0.829,10,0,0.6,9.0,0
4.967444116040609,4,6,2,1,1,0,1,0,5492.445511471743,6218663,1,3,0.751,21,1,0.667,9.5,1
7.857070170954271,0,1,3,0,1,0,0,1,143.29,12202,0,1,0.678,10,0,0.0,4.0,1
7.781668916632973,5,3,1,1,0,1,2,1,61.56305301874804,7856,1,5,0.897,17,0,0.667,12.0,0
7.950705686980073,1,2,4,0,0,1,1,0,198.37,21717,1,5,0.864,17,1,0.5,3.5,0
3.801336951447804,0,4,2,1,0,1,5,0,3.1168357537591205,607,0,0,0.9870430662527732,22,0,0.75,15.5,0
8.285819369207506,3,3,4,0,1,1,0,1,83.94987096843641,386,1,7,0.959,11,0,0.667,14.0,0
6.217764305569943,1,3,1,1,1,1,0,0,45.93,4798,0,0,0.869,17,0,0.333,5.0,0
3.8609920448958794,1,3,3,1,1,0,2,0,81.78,13188,1,1,0.846,15,1,0.333,8.0,0
4.8963804422720525,4,5,5,1,1,0,2,1,48.37,7448,0,4,0.848,16,1,0.8,17.0,1
7.217541281458039,5,3,1,1,1,0,1,0,6527.87390799667,17266946,1,3,0.878,12,1,0.333,3.5,1
5.229387303689287,1,2,4,0,1,0,0,0,119.64,12457,0,2,0.855,23,0,0.5,3.0,0
4.012271448998118,2,4,0,1,0,0,2,2,1463.5728319835098,20187883,0,0,0.965,9,0,0.5,15.0,1
4.928560431409304,1,2,3,1,1,1,0,2,22.14,1601,0,3,0.916,17,0,0.5,11.0,1
5.440849631032609,3,4,2,1,0,0,1,0,7.03,1402,1,3,0.87,14,1,0.75,9.5,0
8.25431781125205,1,2,4,1,1,0,2,0,17.48,2821,1,3,0.863,10,0,0.5,8.0,0
7.066747929422762,0,5,2,0,0,1,1,0,2.6101798765119826,307,0,0,0.9237232884058783,20,1,0.6,7.5,0
8.07744148794021,1,3,5,1,0,0,3,0,3072.25,321019,1,5,0.955,19,1,0.333,8.5,1
6.7291119314324215,1,3,2,0,0,1,0,1,20.78,2946,1,5,0.975,19,1,0.333,5.0,0
4.87027610343603,3,4,3,0,1,1,0,0,83.45,12979,1,4,0.781,12,1,0.75,7.0,0
7.1640077238312525,1,2,2,1,1,0,1,2,13.59,942,0,2,0.903,21,0,0.5,12.5,1
3.972214803779642,1,3,2,0,1,0,0,0,64.2,10702,0,2,0.939,13,0,0.333,3.0,0
6.385612930191604,4,6,3,1,0,0,1,0,60.58,6622,1,4,0.835,17,0,0.667,11.5,1
8.197406144540142,3,4,2,0,1,1,0,1,92.04531517754086,9530,1,5,0.916,13,1,0.5,8.0,0
6.111216300274021,0,2,4,1,0,1,2,0,19.87,3180,1,4,0.724,18,0,0.0,5.0,0
3.6272387995287545,0,3,4,1,0,1,0,0,0.20771469030973017,760,0,0,0.9227607257036431,15,0,0.333,10.0,0
7.835361592900519,2,4,4,0,0,0,0,0,51.94,9182,1,4,0.725,23,0,0.5,4.0,0
7.248259158714624,1,2,1,1,0,0,2,3,41.49,8252,1,3,0.757,15,0,0.5,16.0,1
6.885603198675047,1,3,4,1,0,1,2,0,2.43,470,0,2,0.795,12,1,0.333,7.0,0
4.3146721354071484,1,3,2,1,0,1,5,0,2.42,198,1,2,0.736,14,0,0.333,11.5,1
8.13097034215891,3,5,3,0,1,1,0,1,22.88,2627,0,1,0.754,16,1,0.6,10.0,0
4.196226855587976,0,3,3,0,1,1,0,0,4.451921755603782,907,0,0,0.9398924149372925,12,0,0.667,5.0,0
4.710276357557502,2,4,7,1,1,0,0,0,463.93,44032,1,3,0.815,20,0,0.5,7.0,1
4.589462771274951,1,2,2,1,0,0,4,1,19.58,3197,1,3,0.804,18,1,0.5,13.0,0
7.213532605999905,2,3,4,0,0,0,1,0,92.47,6116,1,3,0.904,13,0,0.667,5.5,0
5.964322922237233,0,1,4,0,0,0,0,1,32.82,3021,1,1,0.969,7,0,0.0,3.0,0
7.079459509394779,5,4,5,0,1,1,0,2,18.561268574376797,4963,1,4,0.956,17,0,0.75,16.0,0
7.277755692715243,0,2,3,0,1,0,0,0,105.38,7756,1,4,0.926,18,0,0.0,1.0,0
4.674867024979764,6,1,0,1,1,0,0,0,2389.270310454357,17686775,1,2,0.968,15,1,0.0,2.0,1
4.866297634991047,1,2,4,0,0,1,1,0,46.44,9131,1,1,0.933,14,0,0.5,3.5,1
6.825986103481,6,2,3,1,1,0,1,0,7859.718372330569,2196255,1,4,0.803,14,1,0.5,6.5,1
7.735304134919497,0,2,2,0,1,0,1,0,50.75,4904,1,4,0.773,16,0,0.0,2.5,0
5.125916610133736,2,3,2,1,0,1,0,2,10.65,919,1,1,0.859,14,0,0.667,12.0,0
4.21333759911315,1,2,5,0,1,0,0,0,1517.1047274253165,9915363,0,0,0.771,19,0,0.5,3.0,1
7.168071902807011,0,1,2,1,0,1,1,3,2249.14,112787,0,0,0.937,17,1,0.0,12.5,1
8.12853328342227,5,2,3,1,1,1,1,2,58.0706026437845,3948,1,6,0.789,19,0,0.0,4.5,0
3.6844347367726638,1,2,4,0,0,0,0,0,187.75,34300,1,2,0.903,11,0,0.5,2.0,1
4.153551883700997,1,3,5,0,1,0,0,0,4.74,328,0,0,0.889,18,1,0.333,3.0,1
4.484628522267142,3,5,5,0,1,1,0,0,7.83,1095,1,3,0.856,12,0,0.6,7.0,1
